ItemType	Name (EN)	Description (EN)
Item	Green Titanite Shard	"Titanite shard for weapon reinforcement. Green titanite imbued with a special power. Reinforces magic, divine, and fire weapons to +5.\nTitanite shards are fragments of the Legendary Slabs. Titanite is etched into weapons to reinforce."
Item	Titanite Chunk	"Titanite chunk for weapon reinforcement. Not found outside of Lordran. Reinforces standard weapons to +14, and crystal, lightning weapons to +4.\nWith the discovery of chunks in Lordran, the race to locate the Legendary Slabs has begun. But could they be mere myth?"
Item	Blue Titanite Chunk	"Titanite chunk for weapon reinforcement. Blue titanite has powerful magic energy. Reinforces magic weapons to +9, and enchanted weapons to +4.\nWith the discovery of chunks in Lordran, the race to locate the Legendary Slabs has begun. But could they be mere myth?"
Item	White Titanite Chunk	"Titanite chunk for weapon reinforcement. White titanite has powerful miracle energy. Reinforces divine weapons to +9, and occult weapons to +4.\nWith the discovery of chunks in Lordran, the race to locate the Legendary Slabs has begun. But could they be mere myth?"
Item	Red Titanite Chunk	"Titanite chunk for weapon reinforcement. Red titanite has powerful fire energy. Reinforces fire weapons to +9, and chaos weapons to +4.\nWith the discovery of chunks in Lordran, the race to locate the Legendary Slabs has begun. But could they be mere myth?"
Item	Titanite Slab	"Titanite slab for weapon reinforcement. Legendary Slabs were the domain of the Gods. Reinforces standard weapons to +15, and crystal or lightning weapons to +5.\nLegendary Slabs are the heirlooms of a nameless blacksmith deity, who forged the weapons of other Gods. Weapons forged with this slab become rare legendary weapons.\n"
Item	Blue Titanite Slab	"Blue titanite slab for weapon reinforcement. Legendary Slabs were the domain of the Gods. Reinforces magic weapons to +10, and enchanted weapons to +5.\nLegendary Slabs are the heirlooms of a nameless blacksmith deity, who forged the weapons of other Gods. Weapons forged with this slab become rare legendary weapons.\n"
Item	White Titanite Slab	"White titanite slab for weapon reinforcement. Legendary Slabs were the domain of the Gods. Reinforces divine weapons to +10, and occult weapons to +5.\nLegendary Slabs are the heirlooms of a nameless blacksmith deity, who forged the weapons of other Gods. Weapons forged with this slab become rare legendary weapons.\n"
Item	Red Titanite Slab	"Red titanite slab for weapon reinforcement. Legendary Slabs were the domain of the Gods. Reinforces fire weapons to +10, and chaos weapons to +5.\nLegendary Slabs are the heirlooms of a nameless blacksmith deity, who forged the weapons of other Gods. Weapons forged with this slab become rare legendary weapons.\n"
Item	Dragon Scale	"Dragon scale for reinforcing dragon weapons. Peeled from an ancient dragon.\nA dragon is inseparable from its scales, and the transcendent apostles, who seek the perpetuity of the ancient dragons, have crossed the very end of the earth to seek this invaluable treasure."
Item	Demon Titanite	"Special titanite stolen from a faceless stone beast known as a Titanite Demon.\nWhen the nameless blacksmith deity passed, from several Slabs, great beasts arose. The power of titanite remains within them, and they still roam Lordran today."
Item	Twinkling Titanite	"This weapon-reinforcing titanite is imbued with a particularly powerful energy. Reinforces weapons that cannot be reinforced normally to +5.\nAfter this titanite was peeled from its Slab, it is said that it received a special power, but its specific nature is not clear."
Item	Basement Key	"Opens the narrow passage leading below at the far face of the great bridge in the Undead Burg.\nThe lower Undead Burg is a treacherous place. Do not turn your back on the wily thieves, or the wild dogs who serve the Capra Demon."
Item	Crest of Artorias	"This crest opens a door in the Darkroot Garden sealed by ancient magic.\nThe door leads to the grave of Sir Artorias the Abysswalker. Many adventurers have left for the grave, but none have returned, for they make easy prey for local bandits. With such dangers, the crest can do more harm than good in the hands of the uninitiated."
Item	Cage Key	"Key to the hanging cage in Sen's Fortress.\nIf a hapless adventurer becomes fatigued during an imprudent attempt to overcome the fortress, the serpent men will not kill him, but lock him up in a lonely cage. Eventually, unless they have forgotten, they drag the victim off to who-knows-where."
Item	Archive Tower Cell Key	"Key to the cell of the Duke's Archive Tower.\nThe Archive Tower, once a trove of precious tomes and letters, became a prison after the onset of Seath's madness. The serpent men who guard the prison know not the value of what they hide. In the basement of the tower are the writhing \mistakes\""of the terrifying experiments which were conducted there."""
Item	Archive Tower Giant Door Key	"Key to the giant door leading out from the uppermost floor of Archive Tower, which now serves as a prison.\nThe key's design resembles not the key of a prison; indeed, the tower was once no prison at all, but a trove of precious tomes."
Item	Archive Tower Giant Cell Key	"Key to the giant cell below the Duke's Archive Tower.\nThe giant cell once imprisoned countless maidens, but is now empty, save for a few key persons. They struggle to uphold their sanity, as the horde of \mistakes\""writhe at a fearfully close proximity."""
Item	Blighttown Key	"Key to Blighttown from the Depths of the Undead Burg. Swallowed by the Gaping Dragon.\nAs its name suggests, Blighttown is a place of great pestilence. Even the polluted inhabitants of the Depths are aware of its dangers, and built this mighty door in hopes that they could remain safely separated."
Item	Key to New Londo Ruins	"Key to the iron bars separating the ruins of New Londo and Drake Valley.\nThe ruins of New Londo were blocked off, for the cursed ghosts posed danger to life and spirit, and the legends speak of a terrible Dark which was sealed away."
Item	Annex Key	"Key to the annex in the Painted World of Ariamis.\nIn the wintery painted world, there is a structure resembling an old cathedral; its annex serves as a type of storehouse."
Item	Dungeon Cell Key	"Key to the dungeon of the Undead Asylum to the North.\nA mysterious knight, without saying a word, shoved a corpse down into the cell, and on its person was this key. Who was this knight? And what was his purpose? There may be no answers, but one must still forge ahead."
Item	Big Pilgrim's Key	Key to the inner door of the Undead Asylum main hall. Big key belonging to a chosen Undead pilgrim.\nBut this Chosen Undead knows not what this pilgrimage has in store.
Item	Undead Asylum F2 East Key	"Key to the iron bars on the east side of the second floor of the North Undead Asylum.\nThe Undead Asylum is a giant Undead prison, segmented by countless iron bars.\nEven if an Undead were to escape from a cell, passage to the outside world would not be gained easily."
Item	Key to the Seal	"Key to the floodgates of New Londo, which seal away the Four Kings who fell to Dark.\nThe Sealers flooded New Londo to banish the Darkwraiths and the Four Kings. The agonizing decision was made with the realization that countless lives, and the robust culture of the city, would be lost. The victims now roam the ruins as ghosts."
Item	Key to Depths	"Key opening the door from the lower Undead Burg to the Depths.\nThose banished from the Undead Burg eke out their existence in the Depths, a damp lair with no trace of sunlight. Nearly half of the Depths form a perilous flooded labyrinth.\n"
Item	Lift Chamber Key	"Key opening the lift leading to New Londo ruins in the basement of Firelink Shrine.\nThe ruins of New Londo were blocked off, for the cursed ghosts posed danger to life and spirit, and the legends speak of a terrible Dark which was sealed away."
Item	Undead Asylum F2 West Key	"Key to the iron bars on the west side of the second floor of the North Undead Asylum.\nThe Undead Asylum is a giant Undead prison, segmented by countless iron bars.\nBut even if a hero found a key in Lordran to liberate this prison, would he have the means, or the heart, to ever come back?"
Item	Mystery Key	The purpose of this key is unknown. It appears to be a basic prison cell key.
Item	Sewer Chamber Key	"Key to the sewer chamber in the Depths.\nIn any community, a few bad apples are sure to exhibit insatiable greed. If they were turned Undead, and banished to the Depths, would they reconsider their ways?\nUse this key to see for yourself."
Item	Watchtower Basement Key	"Key to the basement of the watchtower in the Undead Burg.\nThe basement of the watchtower forms a stone cell. There are rumors of a hero turned Hollow who was locked away by a dear friend. For his own good, of course."
Item	Archive Prison Extra Key	"Extra key to a cell in the Duke's Archive Tower.\nPerhaps the serpent men were careless, for there are several keys scattered about which fit Archive Tower cells."
Item	Residence Key	"Key to a residence in the Undead Burg. Simple, sturdy design of the locks in the Burg keep out unwanted visitors.\nBut this is a standard key in these parts, and will open several residences."
Item	Crest Key	"Bent Crest Key.\nThe grooves of the crest are enchanted, the door sealed with a powerful spell."
Item	Master Key	"This universal key opens any basic lock. Tool of the trade for thieves.\nBut in the cursed land of the Undead, most doors are better left unopened."
